alpha_mean,bucket,control_mode,count,dataset,degree_mean,family,fraction_of_test,global_preference_rate,local_advantage_mean,local_preference_rate,local_similarity_mean,neighbor_variance_mean,rwse_mean,seed,split,test_accuracy
0.7492238879203796,low,combined,1531,Amazon-ratings,0.4184892475605011,iterative_relation_frozen,0.25004082965866403,0.5,0.11005641520023346,0.5,0.5693529844284058,-0.11782491207122803,0.34002965688705444,0,2,0.40822991728782654
0.7493664026260376,mid,combined,3061,Amazon-ratings,-0.17545396089553833,iterative_relation_frozen,0.4999183406826719,0.4285714328289032,0.08700062334537506,0.5714285969734192,0.512260377407074,0.03949359804391861,-0.09462486952543259,0,2,0.4795818328857422
0.7495436072349548,high,combined,1531,Amazon-ratings,-0.05186143144965172,iterative_relation_frozen,0.25004082965866403,0.20000000298023224,-0.002268892014399171,0.800000011920929,0.5067089796066284,0.06466762721538544,-0.11806377023458481,0,2,0.5205748081207275
0.5,low,combined,6123,Amazon-ratings,0.016446534544229507,iterative_relation_frozen,1.0,0.5185185074806213,0.07047181576490402,0.48148149251937866,0.5273684859275818,-0.006983085069805384,0.013893578201532364,0,3,0.4484729766845703
nan,mid,combined,0,Amazon-ratings,nan,iterative_relation_frozen,0.0,nan,nan,nan,nan,nan,nan,0,3,nan
0.5,high,combined,6123,Amazon-ratings,0.016446534544229507,iterative_relation_frozen,1.0,0.5185185074806213,0.07047181576490402,0.48148149251937866,0.5273684859275818,-0.006983085069805384,0.013893578201532364,0,3,0.4484729766845703
0.9837163686752319,low,combined,1532,Amazon-ratings,-0.2997332811355591,iterative_relation_frozen,0.25020414829332027,0.27272728085517883,0.011771850287914276,0.7272727489471436,0.4900132715702057,0.0958593562245369,-0.20151720941066742,0,4,0.5032637119293213
0.9841271042823792,mid,combined,3060,Amazon-ratings,0.024645958095788956,iterative_relation_frozen,0.4997550220480157,0.27272728085517883,0.060001738369464874,0.7272727489471436,0.5770938396453857,-0.16635115444660187,0.03373221680521965,0,4,0.4490196108818054
0.984992265701294,high,combined,1531,Amazon-ratings,0.19442133605480194,iterative_relation_frozen,0.25004082965866403,0.0,0.14989908039569855,1.0,0.4681020975112915,0.18842096626758575,0.11547025293111801,0,4,0.441541463136673
0.75,low,combined,6123,Amazon-ratings,-0.004727243445813656,iterative_relation_frozen,1.0,0.5325342416763306,0.06397920101881027,0.46746575832366943,0.525343120098114,-0.00506720831617713,-0.0036082176957279444,0,5,0.4768904149532318
nan,mid,combined,0,Amazon-ratings,nan,iterative_relation_frozen,0.0,nan,nan,nan,nan,nan,nan,0,5,nan
0.75,high,combined,6123,Amazon-ratings,-0.004727243445813656,iterative_relation_frozen,1.0,0.5325342416763306,0.06397920101881027,0.46746575832366943,0.525343120098114,-0.00506720831617713,-0.0036082176957279444,0,5,0.4768904149532318
0.9985104203224182,low,combined,1531,Amazon-ratings,0.1028616726398468,iterative_relation_frozen,0.25004082965866403,0.13333334028720856,0.01301079336553812,0.8666666746139526,0.6174631118774414,-0.3416520059108734,0.07372361421585083,0,6,0.5160025954246521
0.9991651177406311,mid,combined,3061,Amazon-ratings,0.016798701137304306,iterative_relation_frozen,0.4999183406826719,0.4000000059604645,0.08477357774972916,0.6000000238418579,0.5783841609954834,-0.1139005646109581,0.08222837001085281,0,6,0.432211697101593
0.9994487166404724,high,combined,1531,Amazon-ratings,-0.16580894589424133,iterative_relation_frozen,0.25004082965866403,nan,0.09820263832807541,nan,0.33612439036369324,0.5551339387893677,-0.25071096420288086,0,6,0.48530372977256775
1.0,low,combined,6123,Amazon-ratings,0.009832475334405899,iterative_relation_frozen,1.0,0.3333333432674408,0.07032939046621323,0.6666666865348816,0.5263234972953796,0.00396599480882287,-0.0063969288021326065,0,7,0.4634982943534851
nan,mid,combined,0,Amazon-ratings,nan,iterative_relation_frozen,0.0,nan,nan,nan,nan,nan,nan,0,7,nan
1.0,high,combined,6123,Amazon-ratings,0.009832475334405899,iterative_relation_frozen,1.0,0.3333333432674408,0.07032939046621323,0.6666666865348816,0.5263234972953796,0.00396599480882287,-0.0063969288021326065,0,7,0.4634982943534851
0.7494962811470032,low,combined,1532,Amazon-ratings,0.4432174265384674,iterative_relation_frozen,0.25020414829332027,0.4000000059604645,0.004711240530014038,0.6000000238418579,0.5953885316848755,-0.16679437458515167,0.2961025834083557,0,8,0.5052219033241272
0.749718427658081,mid,combined,3060,Amazon-ratings,-0.15895052254199982,iterative_relation_frozen,0.4997550220480157,0.5150501728057861,0.047616779804229736,0.48494982719421387,0.5379049181938171,-0.0323999859392643,-0.050898369401693344,0,8,0.4320261478424072
0.7499664425849915,high,combined,1531,Amazon-ratings,-0.10134202986955643,iterative_relation_frozen,0.25004082965866403,0.6969696879386902,0.15529656410217285,0.3030303120613098,0.4271965026855469,0.3075834810733795,-0.17676466703414917,0,8,0.49967342615127563
0.7497381567955017,low,combined,1532,Amazon-ratings,0.3234933316707611,iterative_relation_frozen,0.25020414829332027,0.3333333432674408,-0.00040132104186341166,0.6666666865348816,0.6041857600212097,-0.2129954993724823,0.3268090784549713,0,9,0.5104438662528992
0.7499051690101624,mid,combined,3059,Amazon-ratings,-0.07376757264137268,iterative_relation_frozen,0.49959170341335946,0.5,0.05342903733253479,0.5,0.5297734141349792,-0.00914145540446043,-0.04353480041027069,0,9,0.43380188941955566
0.750065267086029,high,combined,1532,Amazon-ratings,-0.16863246262073517,iterative_relation_frozen,0.25020414829332027,nan,0.17419269680976868,nan,0.443672239780426,0.22426234185695648,-0.2564345598220825,0,9,0.45496082305908203
0.75,low,fixed,6123,Amazon-ratings,0.001702866400592029,iterative_relation_frozen,1.0,0.1818181872367859,0.07027772814035416,0.8181818127632141,0.5250644087791443,0.003907768987119198,0.004141633398830891,0,0,0.4775436818599701
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_frozen,0.0,nan,nan,nan,nan,nan,nan,0,0,nan
0.75,high,fixed,6123,Amazon-ratings,0.001702866400592029,iterative_relation_frozen,1.0,0.1818181872367859,0.07027772814035416,0.8181818127632141,0.5250644087791443,0.003907768987119198,0.004141633398830891,0,0,0.4775436818599701
0.75,low,fixed,6123,Amazon-ratings,0.011721544899046421,iterative_relation_frozen,1.0,0.18518517911434174,0.07065358012914658,0.8148148059844971,0.5249931216239929,-0.0026651646476238966,0.0016766644548624754,0,1,0.46496814489364624
nan,mid,fixed,0,Amazon-ratings,nan,iterative_relation_frozen,0.0,nan,nan,nan,nan,nan,nan,0,1,nan
0.75,high,fixed,6123,Amazon-ratings,0.011721544899046421,iterative_relation_frozen,1.0,0.18518517911434174,0.07065358012914658,0.8148148059844971,0.5249931216239929,-0.0026651646476238966,0.0016766644548624754,0,1,0.46496814489364624
